,Material ID,Material Desc,Time Interval,UOM,Min Total Quantity (BOX),Max Total Quantity (BOX),Average Total Quantity (BOX)
1669,20226,FOOD KECAP SEDAAP SPC REFILL 725G PRG,07:00-09:00,PCS,0.08,0.42,0.25
1679,20227,FOOD KECAP MANIS SEDAAP SPC REFILL 77G,13:00-15:00,PCS,0.5,2.62,1.33
1680,20227,FOOD KECAP MANIS SEDAAP SPC REFILL 77G,15:00-17:00,PCS,0.12,2.23,1.12
1681,20227,FOOD KECAP MANIS SEDAAP SPC REFILL 77G,17:00-19:00,PCS,0.1,1.46,0.65
1678,20227,FOOD KECAP MANIS SEDAAP SPC REFILL 77G,11:00-13:00,PCS,0.25,1.19,0.54
1677,20227,FOOD KECAP MANIS SEDAAP SPC REFILL 77G,09:00-11:00,PCS,0.25,0.88,0.5
1676,20227,FOOD KECAP MANIS SEDAAP SPC REFILL 77G,07:00-09:00,PCS,0.12,0.5,0.28
1682,20227,FOOD KECAP MANIS SEDAAP SPC REFILL 77G,19:00-21:00,PCS,0.25,0.25,0.25
1687,20229,FOOD KECAP MANIS SEDAAP SPC REFILL 270G,15:00-17:00,PCS,0.12,1.25,0.58
1686,20229,FOOD KECAP MANIS SEDAAP SPC REFILL 270G,13:00-15:00,PCS,0.12,2.12,0.56
1685,20229,FOOD KECAP MANIS SEDAAP SPC REFILL 270G,11:00-13:00,PCS,0.12,0.5,0.38
1688,20229,FOOD KECAP MANIS SEDAAP SPC REFILL 270G,17:00-19:00,PCS,0.12,0.71,0.37
1683,20229,FOOD KECAP MANIS SEDAAP SPC REFILL 270G,07:00-09:00,PCS,0.12,0.5,0.3
1684,20229,FOOD KECAP MANIS SEDAAP SPC REFILL 270G,09:00-11:00,PCS,0.08,0.62,0.28
1689,20229,FOOD KECAP MANIS SEDAAP SPC REFILL 270G,19:00-21:00,PCS,0.12,0.25,0.19
1694,20230,FOOD KECAP MANIS SEDAAP SPC BOTOL 135ML,15:00-17:00,PCS,0.06,0.6,0.29
1691,20230,FOOD KECAP MANIS SEDAAP SPC BOTOL 135ML,09:00-11:00,PCS,0.1,0.25,0.18
1693,20230,FOOD KECAP MANIS SEDAAP SPC BOTOL 135ML,13:00-15:00,PCS,0.06,0.33,0.13
1696,20230,FOOD KECAP MANIS SEDAAP SPC BOTOL 135ML,19:00-21:00,PCS,0.12,0.12,0.12
1692,20230,FOOD KECAP MANIS SEDAAP SPC BOTOL 135ML,11:00-13:00,PCS,0.12,0.12,0.12
1695,20230,FOOD KECAP MANIS SEDAAP SPC BOTOL 135ML,17:00-19:00,PCS,0.04,0.19,0.12
1690,20230,FOOD KECAP MANIS SEDAAP SPC BOTOL 135ML,07:00-09:00,PCS,0.02,0.06,0.04
1701,20234,SEDAAP MIE KOREAN SPICY CHKN BAG 87GR,15:00-17:00,PCS,0.02,9.55,2.88
1700,20234,SEDAAP MIE KOREAN SPICY CHKN BAG 87GR,13:00-15:00,PCS,0.52,5.82,2.44
1702,20234,SEDAAP MIE KOREAN SPICY CHKN BAG 87GR,17:00-19:00,PCS,0.02,5.15,1.99
1699,20234,SEDAAP MIE KOREAN SPICY CHKN BAG 87GR,11:00-13:00,PCS,0.05,4.88,1.24
1698,20234,SEDAAP MIE KOREAN SPICY CHKN BAG 87GR,09:00-11:00,PCS,0.15,2.65,0.74
1703,20234,SEDAAP MIE KOREAN SPICY CHKN BAG 87GR,19:00-21:00,PCS,0.1,1.15,0.52
1697,20234,SEDAAP MIE KOREAN SPICY CHKN BAG 87GR,07:00-09:00,PCS,0.02,1,0.35
1708,20237,DEO LOTION POSH WHITENING 11gr,15:00-17:00,PCS,0.08,2,0.83
1709,20237,DEO LOTION POSH WHITENING 11gr,17:00-19:00,PCS,0.08,1.33,0.71
1707,20237,DEO LOTION POSH WHITENING 11gr,13:00-15:00,PCS,0.08,1.5,0.7
1705,20237,DEO LOTION POSH WHITENING 11gr,09:00-11:00,PCS,0.08,0.67,0.2
1706,20237,DEO LOTION POSH WHITENING 11gr,11:00-13:00,PCS,0.08,0.42,0.19
1710,20237,DEO LOTION POSH WHITENING 11gr,19:00-21:00,PCS,0.08,0.25,0.17
1704,20237,DEO LOTION POSH WHITENING 11gr,07:00-09:00,PCS,0.08,0.25,0.15
1715,20240,SEDAAP MIE CUP KOREAN SPICY CHKN 81 GR,15:00-17:00,PCS,0.5,3.58,1.61
1714,20240,SEDAAP MIE CUP KOREAN SPICY CHKN 81 GR,13:00-15:00,PCS,0.17,3.75,1.5
1716,20240,SEDAAP MIE CUP KOREAN SPICY CHKN 81 GR,17:00-19:00,PCS,0.08,2.42,1.18
1713,20240,SEDAAP MIE CUP KOREAN SPICY CHKN 81 GR,11:00-13:00,PCS,0.08,0.83,0.5
1712,20240,SEDAAP MIE CUP KOREAN SPICY CHKN 81 GR,09:00-11:00,PCS,0.08,1.33,0.43
1717,20240,SEDAAP MIE CUP KOREAN SPICY CHKN 81 GR,19:00-21:00,PCS,0.17,0.5,0.35
1711,20240,SEDAAP MIE CUP KOREAN SPICY CHKN 81 GR,07:00-09:00,PCS,0.17,0.42,0.27
1721,20241,CHOCODRINK CHOCO SCT 28GR R15,15:00-17:00,PCS,0.12,1.12,0.47
1722,20241,CHOCODRINK CHOCO SCT 28GR R15,17:00-19:00,PCS,0.12,1.5,0.41
1718,20241,CHOCODRINK CHOCO SCT 28GR R15,07:00-09:00,PCS,0.12,0.5,0.29
1719,20241,CHOCODRINK CHOCO SCT 28GR R15,09:00-11:00,PCS,0.12,0.5,0.29
1720,20241,CHOCODRINK CHOCO SCT 28GR R15,13:00-15:00,PCS,0.12,1.12,0.26
1727,20242,JAPOTA UMAMI JAPANESE SEAWEED 14GR,15:00-17:00,PCS,0.17,4.5,1.63
1726,20242,JAPOTA UMAMI JAPANESE SEAWEED 14GR,13:00-15:00,PCS,0.33,3,1.53
1728,20242,JAPOTA UMAMI JAPANESE SEAWEED 14GR,17:00-19:00,PCS,0.17,2.33,1
1725,20242,JAPOTA UMAMI JAPANESE SEAWEED 14GR,11:00-13:00,PCS,0.17,1.33,0.74
1724,20242,JAPOTA UMAMI JAPANESE SEAWEED 14GR,09:00-11:00,PCS,0.17,1.5,0.64
1723,20242,JAPOTA UMAMI JAPANESE SEAWEED 14GR,07:00-09:00,PCS,0.17,1.17,0.44
1729,20242,JAPOTA UMAMI JAPANESE SEAWEED 14GR,19:00-21:00,PCS,0.17,0.67,0.29
1732,20243,JAPOTA UMAMI JAPANESE SEAWEED 35GR,11:00-13:00,PCS,0.88,0.88,0.88
1733,20243,JAPOTA UMAMI JAPANESE SEAWEED 35GR,13:00-15:00,PCS,0.08,0.65,0.32
1730,20243,JAPOTA UMAMI JAPANESE SEAWEED 35GR,07:00-09:00,PCS,0.12,0.3,0.22
1734,20243,JAPOTA UMAMI JAPANESE SEAWEED 35GR,15:00-17:00,PCS,0.02,0.5,0.19
1735,20243,JAPOTA UMAMI JAPANESE SEAWEED 35GR,17:00-19:00,PCS,0.12,0.15,0.14
1731,20243,JAPOTA UMAMI JAPANESE SEAWEED 35GR,09:00-11:00,PCS,0.02,0.15,0.08
1739,20245,JAPOTA UMAMI JAPANESE SEAWEED 68GR,13:00-15:00,PCS,0.07,0.6,0.27
1736,20245,JAPOTA UMAMI JAPANESE SEAWEED 68GR,07:00-09:00,PCS,0.03,0.4,0.15
1740,20245,JAPOTA UMAMI JAPANESE SEAWEED 68GR,15:00-17:00,PCS,0.03,0.37,0.14
1741,20245,JAPOTA UMAMI JAPANESE SEAWEED 68GR,17:00-19:00,PCS,0.03,0.2,0.13
1738,20245,JAPOTA UMAMI JAPANESE SEAWEED 68GR,11:00-13:00,PCS,0.1,0.1,0.1
1742,20245,JAPOTA UMAMI JAPANESE SEAWEED 68GR,19:00-21:00,PCS,0.03,0.17,0.1
1737,20245,JAPOTA UMAMI JAPANESE SEAWEED 68GR,09:00-11:00,PCS,0.07,0.1,0.08
1745,20246,JAPOTA HAPPY HONEY BUTTER 35GR,13:00-15:00,PCS,0.02,0.65,0.23
1746,20246,JAPOTA HAPPY HONEY BUTTER 35GR,15:00-17:00,PCS,0.05,0.5,0.15
1743,20246,JAPOTA HAPPY HONEY BUTTER 35GR,07:00-09:00,PCS,0.02,0.32,0.12
1747,20246,JAPOTA HAPPY HONEY BUTTER 35GR,17:00-19:00,PCS,0.02,0.15,0.09
1744,20246,JAPOTA HAPPY HONEY BUTTER 35GR,09:00-11:00,PCS,0.02,0.15,0.08
1748,20246,JAPOTA HAPPY HONEY BUTTER 35GR,19:00-21:00,PCS,0.05,0.05,0.05
1754,20247,JAPOTA HAPPY HONEY BUTTER 68GR,17:00-19:00,PCS,0.17,0.33,0.28
1753,20247,JAPOTA HAPPY HONEY BUTTER 68GR,15:00-17:00,PCS,0.07,0.77,0.27
1749,20247,JAPOTA HAPPY HONEY BUTTER 68GR,07:00-09:00,PCS,0.03,0.43,0.18
1752,20247,JAPOTA HAPPY HONEY BUTTER 68GR,13:00-15:00,PCS,0.03,0.4,0.17
1755,20247,JAPOTA HAPPY HONEY BUTTER 68GR,19:00-21:00,PCS,0.1,0.17,0.13
1750,20247,JAPOTA HAPPY HONEY BUTTER 68GR,09:00-11:00,PCS,0.03,0.1,0.07
1751,20247,JAPOTA HAPPY HONEY BUTTER 68GR,11:00-13:00,PCS,0.03,0.07,0.05
1759,20254,SO YUMIE GELAS AYAM BAWANG R10,13:00-15:00,PCS,0.17,1.67,0.78
1760,20254,SO YUMIE GELAS AYAM BAWANG R10,15:00-17:00,PCS,0.08,1.17,0.72
1761,20254,SO YUMIE GELAS AYAM BAWANG R10,17:00-19:00,PCS,0.08,1.33,0.52
1762,20254,SO YUMIE GELAS AYAM BAWANG R10,19:00-21:00,PCS,0.17,0.67,0.35
1758,20254,SO YUMIE GELAS AYAM BAWANG R10,11:00-13:00,PCS,0.17,0.5,0.29
1757,20254,SO YUMIE GELAS AYAM BAWANG R10,09:00-11:00,PCS,0.08,0.75,0.26
1756,20254,SO YUMIE GELAS AYAM BAWANG R10,07:00-09:00,PCS,0.08,0.5,0.23
1766,20255,SO YUMIE GELAS BASO SAPI R10,13:00-15:00,PCS,0.17,2.17,0.87
1767,20255,SO YUMIE GELAS BASO SAPI R10,15:00-17:00,PCS,0.08,1.67,0.71
1768,20255,SO YUMIE GELAS BASO SAPI R10,17:00-19:00,PCS,0.08,1.75,0.66
1769,20255,SO YUMIE GELAS BASO SAPI R10,19:00-21:00,PCS,0.25,0.67,0.39
1765,20255,SO YUMIE GELAS BASO SAPI R10,11:00-13:00,PCS,0.17,0.42,0.25
1763,20255,SO YUMIE GELAS BASO SAPI R10,07:00-09:00,PCS,0.08,0.5,0.24
1764,20255,SO YUMIE GELAS BASO SAPI R10,09:00-11:00,PCS,0.08,0.67,0.23
1773,20256,SO YUMIE GELAS SOTO AYAM R10,13:00-15:00,PCS,0.08,1.5,0.6
1775,20256,SO YUMIE GELAS SOTO AYAM R10,17:00-19:00,PCS,0.17,1.5,0.57
1774,20256,SO YUMIE GELAS SOTO AYAM R10,15:00-17:00,PCS,0.08,1.25,0.49
1776,20256,SO YUMIE GELAS SOTO AYAM R10,19:00-21:00,PCS,0.25,0.67,0.39
1772,20256,SO YUMIE GELAS SOTO AYAM R10,11:00-13:00,PCS,0.08,0.33,0.19
1770,20256,SO YUMIE GELAS SOTO AYAM R10,07:00-09:00,PCS,0.08,0.25,0.18
1771,20256,SO YUMIE GELAS SOTO AYAM R10,09:00-11:00,PCS,0.08,0.58,0.18
1781,20260,KRISBEE FRIES KENTANG GORENG 16GR EXT25%,15:00-17:00,PCS,0.33,2.33,1
1780,20260,KRISBEE FRIES KENTANG GORENG 16GR EXT25%,13:00-15:00,PCS,0.33,2.33,0.88
1782,20260,KRISBEE FRIES KENTANG GORENG 16GR EXT25%,17:00-19:00,PCS,0.33,1,0.62
1779,20260,KRISBEE FRIES KENTANG GORENG 16GR EXT25%,11:00-13:00,PCS,0.33,1,0.58
1777,20260,KRISBEE FRIES KENTANG GORENG 16GR EXT25%,07:00-09:00,PCS,0.27,0.67,0.48
1778,20260,KRISBEE FRIES KENTANG GORENG 16GR EXT25%,09:00-11:00,PCS,0.33,0.67,0.42
1783,20260,KRISBEE FRIES KENTANG GORENG 16GR EXT25%,19:00-21:00,PCS,0.33,0.33,0.33
1788,20261,SEDAAP MIE KOREAN SPICY SOUP BAG 77GR,15:00-17:00,PCS,0.15,1.27,0.7
1787,20261,SEDAAP MIE KOREAN SPICY SOUP BAG 77GR,13:00-15:00,PCS,0.12,1.75,0.6
1789,20261,SEDAAP MIE KOREAN SPICY SOUP BAG 77GR,17:00-19:00,PCS,0.12,1,0.56
1785,20261,SEDAAP MIE KOREAN SPICY SOUP BAG 77GR,09:00-11:00,PCS,0.02,0.92,0.36
1786,20261,SEDAAP MIE KOREAN SPICY SOUP BAG 77GR,11:00-13:00,PCS,0.12,0.72,0.36
1784,20261,SEDAAP MIE KOREAN SPICY SOUP BAG 77GR,07:00-09:00,PCS,0.08,0.38,0.26
1790,20261,SEDAAP MIE KOREAN SPICY SOUP BAG 77GR,19:00-21:00,PCS,0.02,0.42,0.22
1795,20262,KOPI TOP GULA AREN 22G R15,15:00-17:00,PCS,0.08,10.17,5.04
1794,20262,KOPI TOP GULA AREN 22G R15,13:00-15:00,PCS,1.75,8.58,4.88
1796,20262,KOPI TOP GULA AREN 22G R15,17:00-19:00,PCS,0.75,6.33,2.96
1793,20262,KOPI TOP GULA AREN 22G R15,11:00-13:00,PCS,0.17,6.17,1.5
1792,20262,KOPI TOP GULA AREN 22G R15,09:00-11:00,PCS,0.08,4.5,1.24
1791,20262,KOPI TOP GULA AREN 22G R15,07:00-09:00,PCS,0.17,1.58,0.68
1797,20262,KOPI TOP GULA AREN 22G R15,19:00-21:00,PCS,0.42,1.08,0.67
1798,20263,KOPI TOP GULA AREN 22G PACK 20,09:00-11:00,,,,
1799,20263,KOPI TOP GULA AREN 22G PACK 20,13:00-15:00,,,,
1800,20263,KOPI TOP GULA AREN 22G PACK 20,15:00-17:00,,,,
1801,20263,KOPI TOP GULA AREN 22G PACK 20,17:00-19:00,,,,
1802,20266,POTABEE WAGYU BEEF STEAK 68GR,07:00-09:00,PCS,0.17,0.3,0.22
1805,20266,POTABEE WAGYU BEEF STEAK 68GR,15:00-17:00,PCS,0.07,0.53,0.21
1803,20266,POTABEE WAGYU BEEF STEAK 68GR,09:00-11:00,PCS,0.03,0.2,0.11
1804,20266,POTABEE WAGYU BEEF STEAK 68GR,13:00-15:00,PCS,0.03,0.3,0.1
1807,20266,POTABEE WAGYU BEEF STEAK 68GR,19:00-21:00,PCS,0.07,0.1,0.08
1806,20266,POTABEE WAGYU BEEF STEAK 68GR,17:00-19:00,PCS,0.03,0.03,0.03
1811,20267,NOODLE SEDAAP MIE KOREAN SPICY SOUP CUP,13:00-15:00,PCS,0.08,2.67,0.74
1812,20267,NOODLE SEDAAP MIE KOREAN SPICY SOUP CUP,15:00-17:00,PCS,0.17,1.67,0.74
1813,20267,NOODLE SEDAAP MIE KOREAN SPICY SOUP CUP,17:00-19:00,PCS,0.25,1.5,0.63
1810,20267,NOODLE SEDAAP MIE KOREAN SPICY SOUP CUP,11:00-13:00,PCS,0.25,1.08,0.53
1814,20267,NOODLE SEDAAP MIE KOREAN SPICY SOUP CUP,19:00-21:00,PCS,0.25,0.5,0.38
1809,20267,NOODLE SEDAAP MIE KOREAN SPICY SOUP CUP,09:00-11:00,PCS,0.08,1.25,0.37
1808,20267,NOODLE SEDAAP MIE KOREAN SPICY SOUP CUP,07:00-09:00,PCS,0.17,0.33,0.25
1819,20269,KOPI MAYOR PACK 24X125GR + GLS,15:00-17:00,PCS,0.62,8.71,3.28
1818,20269,KOPI MAYOR PACK 24X125GR + GLS,13:00-15:00,PCS,0.62,6.54,2.64
1820,20269,KOPI MAYOR PACK 24X125GR + GLS,17:00-19:00,PCS,0.21,3.54,1.26
1817,20269,KOPI MAYOR PACK 24X125GR + GLS,11:00-13:00,PCS,0.17,2.12,1.08
1816,20269,KOPI MAYOR PACK 24X125GR + GLS,09:00-11:00,PCS,0.12,1.92,0.75
1821,20269,KOPI MAYOR PACK 24X125GR + GLS,19:00-21:00,PCS,0.21,1.33,0.6
1815,20269,KOPI MAYOR PACK 24X125GR + GLS,07:00-09:00,PCS,0.08,1,0.43
1823,20272,MILKU COKLAT PREMIUM 200 ML,09:00-11:00,PCS,0.42,2,1.11
1825,20272,MILKU COKLAT PREMIUM 200 ML,13:00-15:00,PCS,0.17,0.83,0.53
1827,20272,MILKU COKLAT PREMIUM 200 ML,17:00-19:00,PCS,0.5,0.5,0.5
1826,20272,MILKU COKLAT PREMIUM 200 ML,15:00-17:00,PCS,0.33,0.33,0.33
1828,20272,MILKU COKLAT PREMIUM 200 ML,19:00-21:00,PCS,0.33,0.33,0.33
1822,20272,MILKU COKLAT PREMIUM 200 ML,07:00-09:00,PCS,0.25,0.25,0.25
1824,20272,MILKU COKLAT PREMIUM 200 ML,11:00-13:00,PCS,0.17,0.17,0.17
1830,20273,MILKU STROBERI 200 ML,09:00-11:00,PCS,0.67,0.92,0.79
1829,20273,MILKU STROBERI 200 ML,07:00-09:00,PCS,0.67,0.67,0.67
1831,20273,MILKU STROBERI 200 ML,13:00-15:00,PCS,0.5,0.5,0.5
1833,20273,MILKU STROBERI 200 ML,19:00-21:00,PCS,0.17,0.17,0.17
1832,20273,MILKU STROBERI 200 ML,15:00-17:00,PCS,0.08,0.08,0.08
1836,20277,SEDAAP MIE GORENG SALERO PADANG 86GR,11:00-13:00,PCS,0.25,0.25,0.25
1837,20277,SEDAAP MIE GORENG SALERO PADANG 86GR,13:00-15:00,PCS,0.02,0.6,0.23
1838,20277,SEDAAP MIE GORENG SALERO PADANG 86GR,15:00-17:00,PCS,0.02,0.52,0.19
1835,20277,SEDAAP MIE GORENG SALERO PADANG 86GR,09:00-11:00,PCS,0.05,0.25,0.14
1834,20277,SEDAAP MIE GORENG SALERO PADANG 86GR,07:00-09:00,PCS,0.12,0.12,0.12
1839,20277,SEDAAP MIE GORENG SALERO PADANG 86GR,17:00-19:00,PCS,0.02,0.12,0.08
1840,20277,SEDAAP MIE GORENG SALERO PADANG 86GR,19:00-21:00,PCS,0.02,0.02,0.02
1844,20280,SEGAR DINGIN ORANGE SCT 7GR,15:00-17:00,PCS,0.42,0.42,0.42
1843,20280,SEGAR DINGIN ORANGE SCT 7GR,13:00-15:00,PCS,0.04,0.12,0.08
1842,20280,SEGAR DINGIN ORANGE SCT 7GR,11:00-13:00,PCS,0.08,0.08,0.08
1841,20280,SEGAR DINGIN ORANGE SCT 7GR,09:00-11:00,PCS,0.04,0.08,0.06
1845,20280,SEGAR DINGIN ORANGE SCT 7GR,17:00-19:00,PCS,0.04,0.04,0.04
1846,20284,FOOD KECAP MANIS SEDAAP PCH 1000G,09:00-11:00,PCS,0.08,0.33,0.21
1848,20284,FOOD KECAP MANIS SEDAAP PCH 1000G,15:00-17:00,PCS,0.08,0.25,0.17
1847,20284,FOOD KECAP MANIS SEDAAP PCH 1000G,11:00-13:00,PCS,0.08,0.08,0.08
1853,20285,MILK JUS TARO SCT 25GR,17:00-19:00,PCS,0.08,0.92,0.48
1850,20285,MILK JUS TARO SCT 25GR,09:00-11:00,PCS,0.42,0.5,0.46
1854,20285,MILK JUS TARO SCT 25GR,19:00-21:00,PCS,0.42,0.42,0.42
1852,20285,MILK JUS TARO SCT 25GR,15:00-17:00,PCS,0.08,0.92,0.42
1851,20285,MILK JUS TARO SCT 25GR,13:00-15:00,PCS,0.17,0.58,0.27
1849,20285,MILK JUS TARO SCT 25GR,07:00-09:00,PCS,0.25,0.25,0.25
1856,20289,FOODRTD GOLDA CAPPUCCINO 200 ML ISI 12,09:00-11:00,PCS,0.5,1.33,0.77
1858,20289,FOODRTD GOLDA CAPPUCCINO 200 ML ISI 12,17:00-19:00,PCS,0.67,0.67,0.67
1857,20289,FOODRTD GOLDA CAPPUCCINO 200 ML ISI 12,13:00-15:00,PCS,0.08,0.75,0.42
1855,20289,FOODRTD GOLDA CAPPUCCINO 200 ML ISI 12,07:00-09:00,PCS,0.17,0.17,0.17
1863,20292,FOODRTD FLORIDINA COCO 350ML ISI 12,17:00-19:00,PCS,0.92,0.92,0.92
1861,20292,FOODRTD FLORIDINA COCO 350ML ISI 12,13:00-15:00,PCS,0.5,0.92,0.75
1860,20292,FOODRTD FLORIDINA COCO 350ML ISI 12,09:00-11:00,PCS,0.33,1.17,0.6
1862,20292,FOODRTD FLORIDINA COCO 350ML ISI 12,15:00-17:00,PCS,0.33,0.5,0.39
1859,20292,FOODRTD FLORIDINA COCO 350ML ISI 12,07:00-09:00,PCS,0.08,0.08,0.08
1868,20293,NOODLE SEDAAP MIE CUP AYAM JERIT,15:00-17:00,PCS,0.33,4.17,2.52
1867,20293,NOODLE SEDAAP MIE CUP AYAM JERIT,13:00-15:00,PCS,0.5,5.33,2.3
1869,20293,NOODLE SEDAAP MIE CUP AYAM JERIT,17:00-19:00,PCS,0.25,3.17,1.49
1865,20293,NOODLE SEDAAP MIE CUP AYAM JERIT,09:00-11:00,PCS,0.17,1.67,0.65
1866,20293,NOODLE SEDAAP MIE CUP AYAM JERIT,11:00-13:00,PCS,0.25,1.5,0.6
1870,20293,NOODLE SEDAAP MIE CUP AYAM JERIT,19:00-21:00,PCS,0.17,0.92,0.39
1864,20293,NOODLE SEDAAP MIE CUP AYAM JERIT,07:00-09:00,PCS,0.08,0.58,0.28
1875,20295,GURIBEE BBQ BALADO 65GR,15:00-17:00,PCS,0.03,1.07,0.36
1874,20295,GURIBEE BBQ BALADO 65GR,13:00-15:00,PCS,0.03,0.93,0.33
1876,20295,GURIBEE BBQ BALADO 65GR,17:00-19:00,PCS,0.07,0.33,0.18
1871,20295,GURIBEE BBQ BALADO 65GR,07:00-09:00,PCS,0.03,0.43,0.14
1872,20295,GURIBEE BBQ BALADO 65GR,09:00-11:00,PCS,0.03,0.2,0.09
1873,20295,GURIBEE BBQ BALADO 65GR,11:00-13:00,PCS,0.07,0.07,0.07
1877,20295,GURIBEE BBQ BALADO 65GR,19:00-21:00,PCS,0.03,0.07,0.05
1881,20297,GURIBEE RUMPUT LAUT 65GR,13:00-15:00,PCS,0.03,0.77,0.32
1882,20297,GURIBEE RUMPUT LAUT 65GR,15:00-17:00,PCS,0.03,0.93,0.28
1883,20297,GURIBEE RUMPUT LAUT 65GR,17:00-19:00,PCS,0.03,0.33,0.14
1878,20297,GURIBEE RUMPUT LAUT 65GR,07:00-09:00,PCS,0.03,0.43,0.14
1884,20297,GURIBEE RUMPUT LAUT 65GR,19:00-21:00,PCS,0.13,0.13,0.13
1879,20297,GURIBEE RUMPUT LAUT 65GR,09:00-11:00,PCS,0.07,0.2,0.13
1880,20297,GURIBEE RUMPUT LAUT 65GR,11:00-13:00,PCS,0.03,0.1,0.07
1885,20301,FOOD KECAP MANIS SEDAAP SPC BOTOL 275ML,07:00-09:00,PCS,0.25,0.5,0.38
1889,20301,FOOD KECAP MANIS SEDAAP SPC BOTOL 275ML,17:00-19:00,PCS,0.08,0.5,0.29
1886,20301,FOOD KECAP MANIS SEDAAP SPC BOTOL 275ML,09:00-11:00,PCS,0.25,0.25,0.25
1888,20301,FOOD KECAP MANIS SEDAAP SPC BOTOL 275ML,15:00-17:00,PCS,0.12,0.5,0.25
1887,20301,FOOD KECAP MANIS SEDAAP SPC BOTOL 275ML,13:00-15:00,PCS,0.08,0.08,0.08
1890,20301,FOOD KECAP MANIS SEDAAP SPC BOTOL 275ML,19:00-21:00,PCS,0.04,0.04,0.04
1894,20304,SEDAAP MIE TASTY BEEF YAKINIKU 115 GR,15:00-17:00,PCS,0.67,0.67,0.67
1893,20304,SEDAAP MIE TASTY BEEF YAKINIKU 115 GR,13:00-15:00,PCS,0.17,0.67,0.38
1896,20304,SEDAAP MIE TASTY BEEF YAKINIKU 115 GR,19:00-21:00,PCS,0.25,0.33,0.29
1895,20304,SEDAAP MIE TASTY BEEF YAKINIKU 115 GR,17:00-19:00,PCS,0.08,0.5,0.29
1891,20304,SEDAAP MIE TASTY BEEF YAKINIKU 115 GR,07:00-09:00,PCS,0.08,0.25,0.17
1892,20304,SEDAAP MIE TASTY BEEF YAKINIKU 115 GR,09:00-11:00,PCS,0.08,0.08,0.08
1897,20305,POTABEE REGULAR BBQ BEEF 115GR,07:00-09:00,PCS,0.33,0.33,0.33
1899,20305,POTABEE REGULAR BBQ BEEF 115GR,13:00-15:00,PCS,0.11,0.33,0.22
1900,20305,POTABEE REGULAR BBQ BEEF 115GR,15:00-17:00,PCS,0.06,0.33,0.18
1898,20305,POTABEE REGULAR BBQ BEEF 115GR,09:00-11:00,PCS,0.17,0.17,0.17
1901,20305,POTABEE REGULAR BBQ BEEF 115GR,17:00-19:00,PCS,0.06,0.17,0.11
1904,20307,KOPI BARISTA SPECIAL BLEND 25G R15,11:00-13:00,PCS,0.5,0.5,0.5
1905,20307,KOPI BARISTA SPECIAL BLEND 25G R15,13:00-15:00,PCS,0.08,0.58,0.37
1907,20307,KOPI BARISTA SPECIAL BLEND 25G R15,17:00-19:00,PCS,0.08,1,0.34
1908,20307,KOPI BARISTA SPECIAL BLEND 25G R15,19:00-21:00,PCS,0.17,0.5,0.33
1903,20307,KOPI BARISTA SPECIAL BLEND 25G R15,09:00-11:00,PCS,0.08,0.67,0.33
1902,20307,KOPI BARISTA SPECIAL BLEND 25G R15,07:00-09:00,PCS,0.08,0.67,0.31
1906,20307,KOPI BARISTA SPECIAL BLEND 25G R15,15:00-17:00,PCS,0.08,0.83,0.31
1913,20310,SEDAAP MIE SINGAPORE SPICY LAKSA 83GR,15:00-17:00,PCS,0.75,4.18,2.14
1912,20310,SEDAAP MIE SINGAPORE SPICY LAKSA 83GR,13:00-15:00,PCS,0.5,4.1,1.73
1914,20310,SEDAAP MIE SINGAPORE SPICY LAKSA 83GR,17:00-19:00,PCS,0.05,2.65,1.22
1915,20310,SEDAAP MIE SINGAPORE SPICY LAKSA 83GR,19:00-21:00,PCS,0.25,1.58,0.78
1910,20310,SEDAAP MIE SINGAPORE SPICY LAKSA 83GR,09:00-11:00,PCS,0.05,2.08,0.69
1909,20310,SEDAAP MIE SINGAPORE SPICY LAKSA 83GR,07:00-09:00,PCS,0.08,1,0.52
1911,20310,SEDAAP MIE SINGAPORE SPICY LAKSA 83GR,11:00-13:00,PCS,0.02,0.9,0.45
1917,20320,POTABEE REGULAR GRILLED SEAWEED 115GR,13:00-15:00,PCS,0.11,0.33,0.2
1916,20320,POTABEE REGULAR GRILLED SEAWEED 115GR,07:00-09:00,PCS,0.06,0.33,0.19
1918,20320,POTABEE REGULAR GRILLED SEAWEED 115GR,15:00-17:00,PCS,0.06,0.33,0.16
1919,20320,POTABEE REGULAR GRILLED SEAWEED 115GR,17:00-19:00,PCS,0.06,0.17,0.12
1920,20320,POTABEE REGULAR GRILLED SEAWEED 115GR,19:00-21:00,PCS,0.06,0.06,0.06
1921,20321,JAPOTA UMAMI JAPANESE SEAWEED 115GR,07:00-09:00,PCS,0.39,0.39,0.39
1926,20321,JAPOTA UMAMI JAPANESE SEAWEED 115GR,17:00-19:00,PCS,0.06,0.61,0.24
1922,20321,JAPOTA UMAMI JAPANESE SEAWEED 115GR,09:00-11:00,PCS,0.06,0.33,0.17
1924,20321,JAPOTA UMAMI JAPANESE SEAWEED 115GR,13:00-15:00,PCS,0.06,0.33,0.15
1925,20321,JAPOTA UMAMI JAPANESE SEAWEED 115GR,15:00-17:00,PCS,0.06,0.33,0.14
1923,20321,JAPOTA UMAMI JAPANESE SEAWEED 115GR,11:00-13:00,PCS,0.06,0.06,0.06
